"id","name","mobility","state","population","urban","seg_racial","seg_income","seg_poverty","seg_affluenc.e","commute","income","gini","share_01","gini_99","middle_class","local_tax_rate","local_gov_spending","progressivity","eitc","school_spending","student_teacher_ratio","colleges","tuition","graduation","labor_force_participation","manufacturing","teenage_labor","migration_in","migration_out","social_capital","longitude","latitude"
30603,"Truth or Consequences",0.081272088,"NM",13270,"rural",0.006,0.009,0.01,0.01,0.6,32267,0.347,5.967,0.287,0.457,0.01,1867,0,0,4.238,18.4,NA,NA,NA,0.435,0.024,0.005,0.008,0.015,-1.349,-107.5682602,32.97782135
30604,"Deming",0.06972789,"NM",61950,"rural",0.072,0.036,0.033,0.034,0.51,26356,0.381,7.628,0.305,0.542,0.015,2356,0,0,4.444,17.8,0.016,1262,-0.135,0.503,0.039,0.005,0.018,0.017,-0.614,-107.963707,32.6858902
30605,"Van Horn",0.223463684,"TX",2975,"rural",0.069,0.011,0.007,0.008,0.753,21738,0.441,NA,NA,NA,0.059,2144,0,0,6.778,13.1,NA,NA,NA,0.626,0.048,NA,0,0.008,-1.035,-104.7364273,31.20840073
30701,"Roswell",0.116612375,"NM",113040,"rural",0.073,0.037,0.026,0.046,0.539,30443,0.452,10.401,0.348,0.529,0.012,2279,0,0,4.614,18.1,0.035,894,-0.192,0.562,0.08,0.004,0.014,0.019,0.317,-104.3254395,33.14016724
30702,"Santa Rosa",0.120481931,"NM",6920,"rural",0.152,0.002,0.003,0.003,0.702,22180,0.381,11.46,0.266,0.477,0.016,2393,0,0,7.364,14.1,NA,NA,NA,0.487,0.015,0.006,0.003,0.011,0.118,-104.5651703,34.50608826
30801,"Hobbs",0.161949679,"NM",90061,"rural",0.071,0.033,0.031,0.035,0.598,27195,0.428,9.764,0.331,0.536,0.036,2154,0,0,5.976,17,0.022,981,-0.193,0.551,0.041,0.005,0.014,0.017,-1.065,-103.1146164,32.87368393
30802,"Lubbock",0.067375377,"TX",287568,"urban",0.184,0.08,0.065,0.096,0.449,30597,0.525,12.472,0.401,0.468,0.032,2460,0,0,6.336,14.5,0.017,2381,0.128,0.64,0.058,0.005,0.024,0.026,-0.877,-101.9698639,33.39770889
30901,"Clovis",0.082815737,"NM",73078,"rural",0.1,0.055,0.05,0.061,0.617,28205,0.436,13.37,0.302,0.553,0.014,1511,0,0,4.674,16.6,0.027,1221,-0.108,0.619,0.075,0.005,0.018,0.023,-0.742,-103.3585205,34.35095596
30902,"Littlefield",0.080366224,"TX",29588,"rural",0.038,0.01,0.005,0.014,0.607,29302,0.434,9.154,0.342,0.479,0.042,1755,0,0,6.744,13,NA,NA,NA,0.584,0.109,0.005,0.016,0.022,-0.861,-102.4688873,34.24190903
30903,"Amarillo",0.086136706,"TX",240752,"urban",0.223,0.079,0.063,0.099,0.438,33188,0.51,15.757,0.352,0.512,0.023,2112,0,0,5.09,15.8,0.008,1254,-0.114,0.645,0.1,0.005,0.022,0.019,-0.469,-102.07621,35.01696014
30904,"Pampa",0.153333336,"TX",57355,"urban",0.103,0.054,0.049,0.06,0.549,33957,0.355,8.602,0.269,0.578,0.032,1860,0,0,6.538,13.7,0.017,800,-0.204,0.559,0.15,0.004,0.014,0.017,0.063,-100.7961807,35.68777466
30905,"Wellington",0.133640558,"TX",8490,"rural",0.04,0.013,0.018,0.006,0.64,32499,0.392,6.738,0.325,0.566,0.042,2584,0,0,9.345,10.5,NA,NA,NA,0.573,0.018,0.005,0.003,0.008,0.756,-100.2593231,35.11793518
30906,"Memphis",0.117154814,"TX",9400,"rural",0.071,0.012,0.004,0.013,0.601,29000,0.379,8.488,0.294,0.488,0.026,2063,0,0,6.922,10.7,0.106,432,-0.06,0.575,0.034,0.004,0.009,0.014,0.679,-100.8501511,34.58508301
30907,"Matador",NA,"TX",1426,"rural",0,0,0,0,0.582,36160,0.471,NA,NA,NA,0.027,1490,0,0,8.484,10,NA,NA,NA,0.55,0.079,NA,NA,NA,1.841,-100.8557587,34.07594299
30908,"Plainview",0.084852293,"TX",52751,"rural",0.068,0.028,0.024,0.04,0.612,27000,0.417,7.827,0.339,0.487,0.019,1603,0,0,5.729,14.1,0.019,7500,0.039,0.578,0.112,0.005,0.015,0.024,-0.417,-101.6776352,34.23498535
31001,"Garden City",0.108910888,"KS",52031,"rural",0.103,0.015,0.01,0.021,0.586,30158,0.37,8.429,0.286,0.606,0.047,2953,0.2,1.905,6.504,16.5,0.019,992,-0.031,0.685,0.186,0.006,0.008,0.018,0.517,-101.0449753,37.90377808
31002,"Ulysses",0.190721646,"KS",15778,"rural",0.019,0.004,0.001,0.001,0.685,34785,0.305,5.824,0.247,0.601,0.073,3487,0.2,1.905,9.888,13.8,NA,NA,NA,0.651,0.053,0.006,0.005,0.007,0.8,-101.4493408,37.42094803
31003,"Scott City",0.191304341,"KS",9185,"rural",0.035,0.004,0,0.007,0.658,39001,0.32,5.73,0.262,0.662,0.042,2291,0.2,1.905,6.577,13.5,NA,NA,NA,0.678,0.036,0.007,0.006,0.003,1.959,-101.3615189,38.45989609
31004,"Liberal",0.121145375,"KS",32998,"rural",0.16,0.02,0.006,0.033,0.642,30590,0.34,7.505,0.265,0.62,0.036,2769,0.2,1.905,5.555,15.5,0.03,1024,-0.005,0.633,0.173,0.005,0.012,0.019,1.114,-100.4816284,37.04619217
31005,"Perryton",0.232835814,"TX",17432,"rural",0.059,0.008,0.004,0.009,0.632,33736,0.366,8.223,0.284,0.588,0.046,2328,0,0,6.59,12.5,NA,NA,NA,0.636,0.034,0.006,0.003,0.006,0.396,-100.772438,36.30082321
31006,"Guymon",0.161702126,"OK",29937,"rural",0.043,0.007,0.008,0.006,0.609,30685,0.339,6.358,0.276,0.598,0.029,2403,0,0,6.397,14.7,0.033,1470,-0.127,0.658,0.128,0.005,0.007,0.015,0.789,-101.8250275,36.70602036
31007,"Dumas",0.136015326,"TX",31880,"rural",0.082,0.021,0.015,0.023,0.611,29327,0.334,5.804,0.276,0.601,0.038,1967,0,0,5.242,14.2,NA,NA,NA,0.608,0.206,0.005,0.012,0.021,-0.356,-102.5147247,35.97253799
31101,"Victoria",0.101472996,"TX",165277,"urban",0.12,0.047,0.034,0.06,0.425,33599,0.472,12.592,0.346,0.5,0.028,2667,0,0,5.525,15.4,0.006,1194,-0.128,0.608,0.161,0.004,0.013,0.017,-0.449,-96.89043427,28.64389229
31102,"La Grange",0.114014253,"TX",42194,"rural",0.075,0.012,0.009,0.009,0.457,36151,0.518,20.962,0.309,0.543,0.027,1581,0,0,5.745,14.4,NA,NA,NA,0.586,0.134,0.005,0.025,0.022,0.372,-96.64813995,29.8095932
31103,"Gonzales",0.069620252,"TX",18628,"rural",0.046,0.018,0.017,0.02,0.492,28893,0.442,13.004,0.312,0.469,0.025,2045,0,0,5.388,14,NA,NA,NA,0.583,0.133,0.004,0.022,0.023,-0.823,-97.48576355,29.45507431
31201,"Austin",0.069321632,"TX",1298076,"urban",0.171,0.138,0.125,0.152,0.249,41322,0.542,22.009,0.321,0.471,0.032,3399,0,0,5.891,15.6,0.008,3161,0.098,0.709,0.139,0.004,0.037,0.027,-0.191,-97.34928894,30.34607887
31202,"Burnet",0.094736844,"TX",51191,"rural",0.066,0.03,0.023,0.041,0.349,41431,0.457,11.996,0.337,0.524,0.035,2038,0,0,5.983,14.1,NA,NA,NA,0.534,0.082,0.005,0.034,0.025,0.27,-98.3323822,30.74760818
31301,"San Antonio",0.06438259,"TX",1724863,"urban",0.222,0.111,0.094,0.128,0.242,34002,0.537,14.409,0.393,0.471,0.026,2604,0,0,5.845,15.8,0.007,6515,-0.104,0.631,0.076,0.004,0.03,0.024,-0.88,-98.32330322,29.32548332
31302,"Beeville",0.10215947,"TX",47805,"rural",0.08,0.022,0.019,0.026,0.466,18313,0.462,13.835,0.324,0.515,0.024,2161,0,0,5.794,14.3,0.021,720,-0.107,0.417,0.064,0.003,0.016,0.021,-0.714,-97.65449524,28.54982758
31303,"Kerrville",0.095637582,"TX",64467,"rural",0.056,0.022,0.017,0.025,0.471,42197,0.481,11.13,0.37,0.517,0.02,1931,0,0,5.495,14.9,0.016,11540,0.165,0.535,0.071,0.005,0.025,0.02,0.837,-99.22693634,30.13759422
31304,"Mason",0.174418598,"TX",3738,"rural",0.058,0.015,0.03,0.009,0.589,44195,0.255,NA,NA,NA,0.033,1861,0,0,7.087,10.4,NA,NA,NA,0.57,0.049,NA,NA,NA,0.72,-99.20174408,30.72035408
31401,"Midland",0.178886995,"TX",262282,"urban",0.174,0.066,0.044,0.09,0.462,33502,0.524,14.337,0.38,0.494,0.034,2681,0,0,4.923,17.1,0.011,812,-0.17,0.621,0.075,0.004,0.02,0.021,-0.815,-102.4643631,31.58391571
31402,"Pecos",0.232954547,"TX",31286,"rural",0.109,0.033,0.021,0.041,0.632,24735,0.431,11.584,0.315,0.526,0.053,2585,0,0,6.427,14,NA,NA,NA,0.517,0.078,0.004,0.012,0.021,-1.386,-103.2329102,31.58716011
31403,"Fort Stockton",0.22278057,"TX",20908,"rural",0.081,0.019,0.021,0.021,0.664,22363,0.439,9.256,0.347,0.489,0.082,2754,0,0,11.336,12.6,NA,NA,NA,0.534,0.032,0.005,0.01,0.019,-1.094,-102.1818542,30.84657669
31404,"Alpine",0.18026565,"TX",18377,"rural",0.192,0.041,0.03,0.045,0.705,25586,0.442,8.578,0.356,0.467,0.036,2703,0,0,6.333,12.6,0.054,960,-0.088,0.599,0.034,0.004,0.012,0.022,-0.263,-103.6352158,29.74945068
31501,"Crystal City",0.083204933,"TX",21848,"rural",0.033,0.02,0.019,0.017,0.606,17379,0.442,10.724,0.334,0.285,0.046,2097,0,0,6.533,14,NA,NA,NA,0.489,0.062,0.003,0.012,0.014,-1.574,-99.68631744,28.59832954
31502,"Pearsall",0.09375,"TX",22118,"rural",0.084,0.012,0.005,0.016,0.544,18365,0.445,9.465,0.35,0.391,0.041,3074,0,0,6.349,14,NA,NA,NA,0.467,0.043,0.003,0.014,0.013,-0.801,-99.13024902,28.52157974
31503,"Laredo",0.108853586,"TX",210580,"urban",0.065,0.088,0.064,0.114,0.327,21530,0.645,21.104,0.434,0.348,0.04,2257,0,0,6.223,16.6,0.009,1058,-0.058,0.525,0.037,0.003,0.013,0.016,-2.353,-99.11489105,27.35385132
31600,"Brownsville",0.091609113,"TX",978369,"urban",0.147,0.066,0.047,0.084,0.343,20392,0.577,15.093,0.426,0.301,0.026,2360,0,0,6.028,15.9,0.005,1414,-0.021,0.522,0.082,0.003,0.015,0.013,-2.687,-97.88677979,26.29011726
31700,"Corpus Christi",0.105567604,"TX",503493,"urban",0.191,0.075,0.071,0.077,0.387,30127,0.528,13.484,0.393,0.454,0.033,2263,0,0,5.918,15.7,0.006,1182,-0.061,0.596,0.073,0.003,0.02,0.022,-1.032,-97.44354248,27.70552826
31800,"College Station",0.077777781,"TX",208437,"urban",0.16,0.082,0.077,0.09,0.451,26268,0.486,10.991,0.376,0.497,0.03,2210,0,0,6.227,15.2,0.005,2400,0.408,0.617,0.078,0.004,0.027,0.031,-1.111,-96.40337372,30.69517136
31900,"Pearland",0.115716122,"TX",320912,"urban",0.091,0.067,0.055,0.078,0.291,34849,0.401,7.742,0.324,0.489,0.034,1988,0,0,5.65,16.7,0.009,391,-0.251,0.619,0.167,0.003,0.043,0.032,-1.568,-95.81373596,29.20017052
32000,"Houston",0.09273798,"TX",4504013,"urban",0.281,0.13,0.105,0.154,0.21,38963,0.564,17.512,0.389,0.442,0.033,2454,0,0,5.791,17,0.006,2535,-0.212,0.655,0.118,0.003,0.021,0.02,-1.829,-95.54590607,29.90282822
32100,"Beaumont",0.094970569,"TX",497770,"urban",0.295,0.053,0.056,0.056,0.337,31840,0.476,11.668,0.36,0.483,0.031,1992,0,0,5.695,15.4,0.008,6575,-0.112,0.551,0.15,0.003,0.013,0.015,-0.95,-94.03515625,30.64862442
32201,"Huntsville",0.077342585,"TX",191792,"rural",0.124,0.037,0.036,0.034,0.411,25251,0.505,13.918,0.365,0.498,0.021,2423,0,0,5.359,14.7,0.01,1219,0.012,0.517,0.129,0.003,0.021,0.024,-1.386,-95.26525116,31.21398354
32202,"Nacogdoches",0.093918398,"TX",103842,"rural",0.141,0.039,0.037,0.042,0.439,28783,0.508,13.012,0.377,0.472,0.019,1749,0,0,5.958,13.9,0.01,960,0.094,0.565,0.147,0.003,0.019,0.019,-1.496,-94.10274506,31.52708817
32301,"San Angelo",0.086386427,"TX",113973,"urban",0.113,0.051,0.044,0.057,0.479,31936,0.467,11.329,0.354,0.523,0.024,1440,0,0,5.299,15.1,0.009,1416,-0.064,0.637,0.077,0.004,0.027,0.034,-0.388,-100.7596741,31.4733448
32302,"Brady",0.118143462,"TX",23666,"rural",0.046,0.023,0.02,0.023,0.577,27666,0.466,14.675,0.319,0.49,0.022,2335,0,0,6.125,12.6,NA,NA,NA,0.52,0.135,0.004,0.01,0.016,-0.828,-99.54219818,31.46809578
32303,"Junction",0.073469386,"TX",6828,"rural",0.05,0.032,0.033,0.038,0.542,35219,0.394,5.439,0.34,0.433,0.023,1856,0,0,6.72,11.4,NA,NA,NA,0.562,0.085,0.005,0.004,0.006,-0.369,-99.72380066,30.65185165
32304,"Uvalde",0.096843615,"TX",35212,"rural",0.117,0.015,0.011,0.011,0.58,26771,0.535,13.255,0.403,0.406,0.031,2366,0,0,6.031,14,0.028,466,-0.139,0.565,0.064,0.004,0.018,0.022,-0.435,-100.0209579,29.92001915
32305,"Del Rio",0.123060457,"TX",49316,"rural",0.144,0.056,0.043,0.068,0.515,24076,0.482,7.013,0.412,0.367,0.035,2350,0,0,5.212,16,NA,NA,NA,0.559,0.1,0.003,0.017,0.029,-1.797,-101.5324402,30.01642036
32306,"Eagle Pass",0.100081034,"TX",47297,"rural",0.093,0.025,0.019,0.041,0.526,18470,0.42,9.534,0.324,0.287,0.024,2138,0,0,5.251,17.2,NA,NA,NA,0.507,0.101,0.003,0.02,0.025,-2.985,-100.3401642,28.54393578
32401,"Big Spring",0.114441417,"TX",54073,"rural",0.103,0.042,0.045,0.038,0.633,26412,0.447,10.352,0.344,0.508,0.039,2934,0,0,6.082,14.1,0.037,552,-0.168,0.492,0.07,0.004,0.012,0.017,-0.701,-101.5630875,32.14839172
32402,"Sweetwater",0.12202853,"TX",20146,"rural",0.084,0.041,0.032,0.051,0.588,28676,0.417,7.36,0.344,0.479,0.031,1820,0,0,7.216,12.5,0.05,1176,-0.011,0.565,0.112,0.003,0.015,0.019,-0.553,-100.3800964,32.48177719
32403,"Snyder",0.156089187,"TX",26918,"rural",0.066,0.024,0.019,0.026,0.608,26045,0.373,7.916,0.294,0.567,0.048,2009,0,0,7.856,12.8,0.037,750,-0.02,0.478,0.048,0.004,0.011,0.015,-0.439,-100.8495178,32.72692108
32501,"Abilene",0.103291988,"TX",191518,"urban",0.123,0.066,0.052,0.08,0.487,29968,0.449,11.684,0.332,0.547,0.022,1846,0,0,5.929,13.6,0.031,7843,0.04,0.618,0.07,0.004,0.021,0.023,-0.408,-99.22882843,32.46583176
32502,"Childress",0.078260869,"TX",9592,"rural",0.055,0.006,0.003,0.011,0.757,23872,0.336,4.029,0.296,0.503,0.023,2093,0,0,5.916,13.4,NA,NA,NA,0.459,0.031,0.005,0.007,0.005,0.165,-100.1639481,34.29735184
32503,"Haskell",0.169014081,"TX",15157,"rural",0.022,0.003,0.001,0.002,0.612,29543,0.389,5.069,0.338,0.529,0.038,2378,0,0,7.916,10.3,NA,NA,NA,0.516,0.019,0.004,0.006,0.01,0.115,-99.89932251,33.61955643
32601,"Wichita Falls",0.096604496,"TX",151524,"urban",0.148,0.057,0.054,0.055,0.441,30238,0.419,12.378,0.296,0.6,0.022,1618,0,0,5.821,14.5,0.007,1200,-0.096,0.644,0.124,0.005,0.024,0.037,-0.171,-98.38246918,33.97848511
32602,"Graham",0.175939843,"TX",28556,"rural",0.068,0.013,0.017,0.01,0.548,31567,0.386,8.506,0.301,0.564,0.034,2295,0,0,5.504,13.5,NA,NA,NA,0.561,0.112,0.005,0.017,0.02,-0.026,-98.59178925,33.16519928
32603,"Seymour",0.086021505,"TX",4093,"rural",0.01,0.018,0.034,0.004,0.674,35578,0.4,NA,NA,NA,0.021,2829,0,0,5.971,11.8,NA,NA,NA,0.498,0.029,NA,0,0.009,0.837,-99.21134949,33.59815216
32604,"Vernon",0.088073395,"TX",21022,"rural",0.058,0.025,0.024,0.033,0.678,32588,0.615,32.43,0.291,0.507,0.032,2126,0,0,5.626,13.3,0.048,720,-0.192,0.591,0.123,0.005,0.01,0.014,-0.308,-99.5828476,34.11379623
32701,"Brownwood",0.10866373,"TX",58246,"rural",0.063,0.028,0.029,0.028,0.495,30586,0.408,9.849,0.31,0.535,0.023,1735,0,0,5.841,12.8,0.017,8400,0.064,0.557,0.153,0.004,0.014,0.014,-0.565,-99.08785248,31.39281273
32702,"Stephenville",0.11419753,"TX",55256,"rural",0.052,0.022,0.02,0.023,0.523,30856,0.453,13.86,0.315,0.535,0.027,1531,0,0,5.216,14.7,0.018,1608,0.031,0.611,0.116,0.004,0.021,0.019,-0.963,-98.34169769,31.99583435
32801,"Waco",0.067537434,"TX",281618,"urban",0.191,0.105,0.109,0.101,0.363,31690,0.492,12.76,0.364,0.504,0.023,1729,0,0,5.56,14.9,0.014,6505,0.074,0.604,0.147,0.004,0.021,0.021,-0.468,-97.33197021,31.7745533
32802,"Corsicana",0.101304345,"TX",100377,"rural",0.078,0.011,0.009,0.014,0.377,29976,0.418,7.452,0.343,0.495,0.03,1739,0,0,6.463,13.8,0.01,540,-0.164,0.55,0.137,0.004,0.024,0.022,-1.163,-96.00711823,31.64850426
32900,"Killeen",0.077248268,"TX",330714,"urban",0.091,0.059,0.052,0.064,0.383,28336,0.369,8.11,0.288,0.61,0.019,1742,0,0,5.49,15.2,0.009,3269,-0.135,0.673,0.092,0.003,0.05,0.052,-2.246,-98.1207428,31.1772728
33000,"Fort Worth",0.091362856,"TX",1804370,"urban",0.23,0.114,0.096,0.131,0.24,39232,0.496,15.257,0.343,0.486,0.027,2338,0,0,5.928,16.6,0.006,4313,-0.159,0.682,0.142,0.004,0.038,0.032,-1.102,-97.73618317,32.97557831
33100,"Dallas",0.071082465,"TX",3405666,"urban",0.262,0.134,0.112,0.154,0.218,43436,0.561,19.639,0.364,0.454,0.033,2574,0,0,6.018,16.6,0.009,4829,-0.168,0.699,0.126,0.004,0.031,0.029,-1.179,-96.97606659,33.37597656
33200,"Paris",0.076712325,"TX",185835,"urban",0.129,0.037,0.039,0.037,0.39,32552,0.418,9.075,0.327,0.532,0.021,1969,0,0,6.042,14.2,0.011,1551,-0.088,0.602,0.187,0.004,0.028,0.025,-0.884,-95.31303406,33.58971405
33300,"Tyler",0.095106505,"TX",434643,"urban",0.2,0.032,0.025,0.037,0.33,32245,0.483,11.932,0.364,0.513,0.022,1527,0,0,5.168,15,0.018,1469,-0.203,0.56,0.122,0.004,0.025,0.02,-0.807,-95.64369202,32.0152092
33400,"Longview",0.114197075,"TX",289849,"urban",0.121,0.031,0.028,0.031,0.361,32365,0.47,11.649,0.354,0.511,0.032,1733,0,0,5.525,14.6,0.017,3851,-0.11,0.585,0.157,0.004,0.016,0.016,-0.387,-94.66480255,32.37123108
33500,"Texarkana",0.078893088,"TX",235988,"urban",0.163,0.039,0.034,0.041,0.399,31309,0.458,10.247,0.356,0.501,0.02,1876,0,0,5.48,14.2,0.008,659,-0.207,0.563,0.163,0.003,0.012,0.012,-0.856,-94.26612091,33.48603821
33601,"Lawton",0.104880884,"OK",171610,"urban",0.105,0.057,0.059,0.058,0.472,27931,0.389,8.63,0.303,0.57,0.014,1627,0,0,4.616,17.1,0.006,1470,-0.167,0.618,0.108,0.004,0.028,0.035,-1.228,-98.07527161,34.16087341
33602,"Altus",0.112149529,"OK",48010,"rural",0.081,0.047,0.043,0.05,0.621,28343,0.376,7.529,0.301,0.551,0.013,2464,0,0,4.88,15.6,0.021,1440,-0.109,0.582,0.086,0.004,0.016,0.023,-0.928,-99.30892181,34.66716003
33603,"Frederick",0.074303404,"OK",9287,"rural",0.02,0.011,0.002,0.022,0.538,29047,0.311,5.457,0.256,0.449,0.011,1734,0,0,6.161,13.8,NA,NA,NA,0.512,0.151,0.004,0.012,0.018,-0.338,-99.00443268,34.37358093
33700,"Ardmore",0.110788234,"OK",117982,"rural",0.077,0.019,0.015,0.022,0.442,29691,0.412,9.046,0.321,0.533,0.014,1642,0,0,4.889,15.7,0.008,882,-0.166,0.575,0.144,0.005,0.016,0.015,-0.366,-97.04316711,34.05104446
33801,"Elk City",0.187198892,"OK",60885,"rural",0.076,0.024,0.018,0.032,0.604,28315,0.378,6.759,0.31,0.542,0.018,1895,0,0,5.11,14.1,0.016,1485,-0.007,0.591,0.076,0.005,0.013,0.013,-0.062,-99.36138916,35.53198242
33802,"Chickasha",0.115446284,"OK",75666,"urban",0.152,0.042,0.031,0.051,0.382,28080,0.393,7.397,0.319,0.547,0.012,1440,0,0,4.687,15.5,0.013,1176,-0.041,0.581,0.139,0.004,0.032,0.026,-0.745,-98.07128906,35.21339798
33803,"Oklahoma City",0.08207529,"OK",1154246,"urban",0.17,0.096,0.083,0.107,0.305,34352,0.477,12.936,0.348,0.517,0.017,1775,0,0,4.687,17,0.017,3426,-0.01,0.646,0.105,0.004,0.019,0.017,-0.49,-97.19595337,35.43068314
33901,"Ada",0.116729423,"OK",69207,"rural",0.033,0.032,0.029,0.033,0.458,25140,0.427,9.299,0.334,0.496,0.019,2173,0,0,5.012,15.2,0.014,1470,-0.009,0.547,0.133,0.004,0.02,0.02,-0.078,-96.40505219,34.78291702
33902,"Sherman",0.08847981,"TX",178371,"urban",0.122,0.035,0.033,0.036,0.372,32930,0.412,8.671,0.326,0.544,0.02,1840,0,0,5.715,14.8,0.017,4705,0,0.597,0.18,0.004,0.025,0.022,-0.678,-96.4016571,33.86076736
34001,"Hot Springs",0.070756733,"AR",210357,"urban",0.176,0.03,0.032,0.024,0.384,31877,0.473,12.163,0.352,0.503,0.014,1323,1,0,4.738,17.1,0.024,3910,-0.017,0.564,0.199,0.004,0.013,0.011,-0.572,-93.46253204,34.06404877
34002,"Idabel",0.092278719,"OK",97397,"rural",0.163,0.015,0.017,0.011,0.423,26431,0.387,7.085,0.316,0.46,0.012,1318,0,0,4.887,15.6,0.021,1136,-0.138,0.552,0.197,0.004,0.007,0.01,-1.12,-94.80767822,33.94971848
34101,"Sand Point",NA,"AK",2697,"rural",0,0,0,0,0.945,16696,0.332,NA,NA,NA,0.072,5546,0,0,NA,12.2,NA,NA,NA,0.793,0.449,NA,0.016,0.013,NA,-160.0629883,56.09339523
34102,"Anchorage",0.133952975,"AK",369296,"urban",0.082,0.082,0.073,0.092,0.364,41724,0.35,8.657,0.264,0.475,0.02,3857,0,0,8.706,20,0.008,2786,-0.2,0.715,0.024,0.005,0.029,0.029,NA,-150.6782684,61.32980728
34103,"Valdez",0.159999996,"AK",10195,"rural",0.013,0.045,0.033,0.056,0.687,39972,0.33,3.202,0.298,0.434,0.043,13621,0,0,10.053,16.5,0.196,2719,NA,0.663,0.039,0.006,0.022,0.029,NA,-144.9578247,62.0689888
34104,"Bristol Bay",NA,"AK",1258,"rural",0,0,0,0,0.744,39909,0.283,NA,NA,NA,0.054,11742,0,0,11.36,20.7,NA,NA,NA,0.715,0.015,NA,NA,NA,NA,-156.7672882,58.73936844
34105,"Kotzebue",0.064516127,"AK",7208,"rural",0.044,0.03,0.022,0.032,0.864,27613,0.302,3.179,0.27,0.583,0.075,NA,0,0,NA,17.9,NA,NA,NA,0.629,0.002,0.005,0.018,0.027,NA,-159.4378052,67.02818298
34106,"Nome",0.046783626,"AK",9196,"rural",0.143,0.066,0.036,0.081,0.928,29589,0.392,6.635,0.325,0.551,0.015,3670,0,0,NA,14.2,NA,NA,NA,0.605,0.009,0.006,0.014,0.02,NA,-162.0301208,64.47514343
34107,"Dillingham",0.111842103,"AK",6745,"rural",0.082,0.037,0.036,0.028,0.812,31291,0.377,4.54,0.332,0.494,0.011,6661,0,0,NA,14.1,NA,NA,NA,0.606,0.017,0.006,0.013,0.022,NA,-156.8317871,58.88792419
34108,"Kodiak",0.146153852,"AK",13913,"rural",0.076,0.028,0.013,0.031,0.752,38933,0.371,14.251,0.229,0.594,0.017,3471,0,0,8.42,20.3,NA,NA,NA,0.741,0.168,0.005,0.016,0.036,NA,-154.8331146,57.98225403
34109,"Juneau",0.125,"AK",37347,"rural",0.051,0.039,0.036,0.043,0.547,43595,0.283,5.475,0.229,0.479,0.026,4509,0,0,9.217,27.7,0.027,2460,-0.208,0.738,0.017,0.006,0.014,0.018,NA,-136.0512848,58.65037918
34110,"Sitka",0.070866145,"AK",15519,"rural",0.04,0.007,0.009,0.005,0.805,42159,0.275,4.478,0.23,0.581,0.019,4665,0,0,8.366,17.1,0.064,7250,NA,0.718,0.058,0.007,0.006,0.016,NA,-132.3830719,56.49371338
34111,"Ketchikan",0.122605361,"AK",20216,"rural",0.112,0.037,0.039,0.036,0.556,39002,0.331,7.918,0.252,0.532,0.022,3802,0,0,8.46,18.5,NA,NA,NA,0.721,0.057,0.006,0.007,0.012,NA,-131.5855103,55.94898224
34112,"Bethel",0.051863857,"AK",23034,"rural",0.132,0.052,0.02,0.095,0.909,23593,0.429,6.028,0.369,0.487,0.01,1789,0,0,NA,14.2,NA,NA,NA,0.616,0.007,0.006,0.009,0.02,NA,-158.3821259,61.37712097
34113,"Barrow",0.100000002,"AK",7385,"rural",0.034,0.009,0.002,0.017,0.879,39123,0.261,5.017,0.211,0.412,NA,NA,0,0,NA,14.8,0.135,1680,-0.144,0.721,0.004,0.007,0.008,0.022,NA,-153.8191986,68.37101746
34114,"Unalaska",0.130434781,"AK",5465,"rural",0.039,0.028,0.018,0.026,0.852,23637,0.285,NA,NA,NA,0.07,2949,0,0,NA,16.7,NA,NA,NA,0.816,0.317,NA,0.018,0.029,NA,-170.7196655,52.91202164
34115,"Fairbanks",0.160626844,"AK",97458,"urban",0.139,0.06,0.051,0.067,0.477,35935,0.311,7.605,0.235,0.541,0.016,2655,0,0,8.849,18.2,0.01,2460,-0.157,0.725,0.022,0.005,0.033,0.039,NA,-149.947403,64.20728302
34201,"Havre",0.0821485,"MT",25840,"rural",0.472,0.042,0.043,0.04,0.714,27557,0.367,5.873,0.309,0.581,0.025,2021,0,0,6.557,15.3,0.116,1979,-0.033,0.641,0.014,0.005,0.01,0.014,0.976,-109.4126968,48.17143631
34202,"Shelby",0.047505938,"MT",24938,"rural",0.515,0.022,0.018,0.024,0.664,25615,0.385,6.095,0.324,0.531,0.028,2671,0,0,6.803,14.6,0.04,1620,-0.115,0.606,0.016,0.005,0.007,0.013,0.596,-113.2559509,48.50295258
34203,"Great Falls",0.096359745,"MT",95101,"urban",0.114,0.06,0.063,0.056,0.538,32458,0.388,9.7,0.291,0.614,0.02,1763,0,0,5.102,16.7,0.021,5187,-0.188,0.642,0.034,0.005,0.019,0.025,0.698,-111.069397,47.37815475
34204,"Lewistown",0.171641797,"MT",12386,"rural",0.012,0.003,0.003,0.002,0.685,31401,0.352,6.108,0.291,0.571,0.024,1734,0,0,5.873,16.4,NA,NA,NA,0.628,0.048,0.007,0.013,0.011,1.756,-108.9028244,47.31938171
34301,"Cody",0.147403687,"WY",37247,"rural",0.021,0.018,0.018,0.019,0.617,32675,0.354,9.305,0.261,0.624,0.031,3675,0,0,7.041,16.3,0.027,1128,-0.086,0.628,0.056,0.007,0.011,0.014,-0.026,-108.9638062,44.34892273
34302,"Worland",0.130653262,"WY",13171,"rural",0.047,0.012,0.009,0.013,0.766,34375,0.376,15.103,0.225,0.647,0.028,2810,0,0,6.149,15.8,NA,NA,NA,0.651,0.059,0.007,0.01,0.017,1.624,-108.4556885,43.71894455
